Created	03/05/16 16:44:33
Calibration	antiwindup1_013_000

Timestamp (mS)	Accelerator_Pedal_Position	Electronic_Throttle_feedback	Error	
    242972	13.40	13.95	-0.55	
    243034	13.50	13.95	-0.55	
    243097	13.40	14.08	-0.55	
    243159	13.40	14.08	-0.55	
    243222	13.40	13.95	-0.55	
    243284	13.40	13.95	-0.55	
    243346	13.40	13.95	-0.55	
    243409	13.40	13.95	-0.55	
    243471	13.40	13.95	-0.55	
    243534	13.40	13.95	-0.55	
    243596	13.40	13.95	-0.55	
    243658	13.40	13.95	-0.55	
    243721	13.40	13.95	-0.55	
    243783	13.40	13.95	-0.55	
    243846	13.40	13.95	-0.55	
    243908	13.40	13.95	-0.55	
    243970	13.40	13.95	-0.55	
    244033	13.40	13.95	-0.55	
    244095	13.40	13.95	-0.55	
    244158	13.40	13.95	-0.55	
    244220	13.40	13.95	-0.55	
    244282	13.40	13.95	-0.55	
    244345	13.40	13.95	-0.55	
    244407	13.40	13.95	-0.55	
    244470	13.40	13.95	-0.55	
    244532	13.40	13.95	-0.55	
    244594	13.40	13.95	-0.55	
    244657	13.40	13.95	-0.55	
    244719	13.40	13.95	-0.55	
    244782	13.40	13.95	-0.55	
    244844	13.40	13.95	-0.55	
    244906	13.40	13.95	-0.55	
    244969	13.40	13.95	-0.55	
    245031	13.40	13.95	-0.55	
    245094	13.40	13.95	-0.55	
    245156	13.40	13.95	-0.55	
    245218	13.40	13.95	-0.55	
    245281	13.40	13.95	-0.55	
    245343	13.40	13.95	-0.55	
    245406	13.50	13.95	-0.55	
    245468	13.40	13.95	-0.55	
    245530	13.40	13.95	-0.55	
    245593	13.40	14.08	-0.55	
    245655	13.40	13.95	-0.55	
    245718	13.40	13.95	-0.55	
    245780	13.40	13.95	-0.55	
    245842	13.40	13.95	-0.55	
    245905	13.40	13.95	-0.55	
    245967	13.40	13.95	-0.55	
    246030	13.40	13.95	-0.55	
    246092	13.40	13.95	-0.55	
    246154	13.40	13.95	-0.55	
    246217	13.40	13.95	-0.55	
    246279	13.40	13.95	-0.55	
    246342	13.40	13.95	-0.55	
    246404	13.40	13.95	-0.55	
    246466	13.40	13.95	-0.55	
    246529	13.40	13.95	-0.55	
    246591	13.40	13.95	-0.55	
    246654	13.40	13.95	-0.55	
    246716	13.50	13.95	-0.55	
    246778	13.40	13.95	-0.55	
    246841	13.40	13.95	-0.55	
    246903	13.40	13.95	-0.55	
    246966	13.40	13.82	-0.55	
    247028	13.40	13.82	-0.55	
    247090	13.40	13.95	-0.55	
    247153	13.40	13.95	-0.55	
    247215	13.40	13.95	-0.55	
    247278	13.40	13.95	-0.55	
    247340	13.40	13.95	-0.55	
    247402	13.40	13.95	-0.55	
    247465	13.40	13.95	-0.55	
    247527	13.40	13.95	-0.55	
    247590	13.50	13.95	-0.55	
    247652	13.40	13.95	-0.55	
    247714	13.40	13.95	-0.55	
    247777	13.40	13.95	-0.55	
    247839	13.40	13.95	-0.55	
    247902	13.40	13.95	-0.55	
    247964	13.40	13.95	-0.55	
    248026	13.40	13.95	-0.55	
    248089	13.40	13.82	-0.55	
    248151	13.40	13.82	-0.55	
    248214	13.40	13.95	-0.55	
    248276	13.40	13.95	-0.55	
    248338	13.40	13.95	-0.55	
    248401	13.40	13.95	-0.55	
    248463	13.40	13.95	-0.55	
    248526	13.40	13.95	-0.55	
    248588	13.40	13.95	-0.55	
    248650	13.40	13.95	-0.55	
    248713	13.50	13.95	-0.55	
    248775	13.40	13.95	-0.55	
    248838	13.40	13.95	-0.55	
    248900	13.40	13.95	-0.55	
    248962	13.40	13.95	-0.55	
    249025	13.40	13.95	-0.55	
    249087	13.40	13.95	-0.55	
    249150	13.40	13.95	-0.55	
    249212	13.40	13.82	-0.55	
    249274	13.40	13.95	-0.55	
    249337	13.40	13.95	-0.55	
    249399	13.40	13.95	-0.55	
    249462	13.40	13.95	-0.55	
    249524	13.40	13.95	-0.55	
    249586	13.40	13.82	-0.55	
    249649	13.40	13.95	-0.55	
    249711	13.40	13.95	-0.46	
    249774	13.40	13.95	-0.46	
    249836	13.40	13.95	-0.55	
    249898	13.50	13.95	-0.55	
    249961	13.40	13.95	-0.55	
    250023	13.40	13.95	-0.43	
    250086	13.40	13.95	-0.55	
    250148	13.40	13.82	-0.55	
    250210	13.40	13.95	-0.55	
    250273	13.40	13.95	-0.55	
    250335	13.40	13.82	-0.55	
    250398	13.40	13.95	-0.55	
    250460	13.40	13.82	-0.55	
    250522	13.40	13.95	-0.55	
    250585	13.40	13.82	-0.55	
    250647	13.40	13.95	-0.55	
    250710	13.40	13.95	-0.55	
    250772	13.40	13.82	-0.55	
    250834	13.40	13.82	-0.55	
    250897	13.40	13.95	-0.55	
    250959	13.40	13.95	-0.55	
    251022	13.40	13.95	-0.55	
    251084	13.40	13.95	-0.46	
    251146	13.40	13.82	-0.46	
    251209	13.40	13.95	-0.55	
    251271	13.40	13.95	-0.43	
    251334	13.40	13.95	-0.55	
    251396	13.50	13.95	-0.55	
    251458	13.40	13.95	-0.55	
    251521	13.40	13.95	-0.55	
    251583	13.40	13.95	-0.55	
    251646	13.40	13.95	-0.55	
    251708	13.40	13.95	-0.46	
    251770	13.40	13.95	-0.55	
    251833	13.40	13.95	-0.55	
    251895	13.40	13.95	-0.55	
    251958	13.40	13.95	-0.46	
    252020	13.40	13.95	-0.46	
    252082	13.40	13.82	-0.46	
    252145	13.50	13.95	-0.55	
    252207	13.40	13.95	-0.46	
    252270	13.40	13.95	-0.55	
    252332	13.40	13.95	-0.55	
    252394	13.50	13.95	-0.55	
    252457	13.40	13.95	-0.55	
    252519	13.40	13.95	-0.46	
    252582	13.40	13.95	-0.55	
    252644	13.40	13.95	-0.55	
    252706	13.50	13.95	-0.55	
    252769	13.40	13.95	-0.55	
    252831	13.40	13.95	-0.55	
    252894	13.40	13.82	-0.55	
    252956	13.40	13.95	-0.46	
    253018	13.40	13.82	-0.55	
    253081	13.40	13.95	-0.46	
    253143	13.40	13.95	-0.46	
    253206	13.40	13.82	-0.46	
    253268	13.40	13.95	-0.55	
    253330	13.40	13.95	-0.46	
    253393	13.40	13.95	-0.55	
    253455	13.40	13.95	-0.55	
    253518	13.40	13.95	-0.55	
    253580	13.40	13.95	-0.46	
    253642	13.40	13.95	-0.46	
    253705	13.40	13.95	-0.46	
    253767	13.40	13.95	-0.46	
    253830	13.40	13.95	-0.55	
    253892	13.40	13.95	-0.55	
    253954	13.40	13.95	-0.55	
    254017	13.50	13.95	-0.55	
    254079	13.40	13.82	-0.46	
    254142	13.40	13.82	-0.55	
    254204	13.40	13.82	-0.43	
    254266	13.40	13.82	-0.43	
    254329	13.40	13.82	-0.43	
    254391	13.40	13.82	-0.43	
    254454	13.40	13.82	-0.43	
    254516	13.40	13.82	-0.43	
    254578	13.40	13.82	-0.55	
    254641	13.40	13.70	-0.30	
    254703	13.40	13.70	-0.43	
    254766	13.40	13.82	-0.43	
    254828	13.40	13.82	-0.43	
    254890	13.40	13.82	-0.43	
    254953	13.40	13.82	-0.43	
    255015	13.40	13.82	-0.43	
    255078	13.40	13.82	-0.43	
    255140	13.40	13.82	-0.43	
    255202	13.40	13.70	-0.43	
    255265	13.40	13.82	-0.43	
    255327	13.40	13.70	-0.43	
    255390	13.40	13.70	-0.43	
    255452	13.40	13.82	-0.30	
    255514	13.40	13.82	-0.43	
    255577	13.40	13.82	-0.43	
    255639	13.40	13.82	-0.43	
    255702	13.40	13.82	-0.43	
    255764	13.40	13.82	-0.43	
    255826	13.40	13.82	-0.43	
    255889	13.40	13.70	-0.43	
    255951	13.40	13.70	-0.43	
    256014	13.40	13.82	-0.30	
    256076	13.40	13.82	-0.30	
    256138	13.40	13.70	-0.43	
    256201	13.40	13.70	-0.30	
    256263	13.40	13.82	-0.30	
    256326	13.40	13.82	-0.43	
    256388	13.40	13.82	-0.43	
    256450	13.40	13.82	-0.43	
    256513	13.30	13.70	-0.43	
    256575	13.40	13.82	-0.43	
    256638	13.40	13.70	-0.43	
    256700	13.40	13.70	-0.43	
    256762	13.40	13.70	-0.30	
    256825	13.40	13.70	-0.43	
    256887	13.40	13.70	-0.43	
    256950	13.40	13.70	-0.30	
    257012	13.40	13.70	-0.43	
    257074	13.40	13.82	-0.43	
    257137	13.40	13.82	-0.43	
    257199	13.40	13.70	-0.43	
    257262	13.40	13.82	-0.43	
    257324	13.40	13.82	-0.43	
    257386	13.40	13.82	-0.43	
    257449	13.40	13.70	-0.43	
    257511	13.40	13.70	-0.30	
    257574	13.40	13.82	-0.43	
    257636	13.40	13.70	-0.43	
    257698	13.40	13.70	-0.30	
    257761	13.40	13.82	-0.43	
    257823	13.40	13.82	-0.43	
    257886	13.40	13.82	-0.43	
    257948	13.40	13.82	-0.30	
    258010	13.40	13.70	-0.43	
    258073	13.40	13.82	-0.30	
    258135	13.40	13.70	-0.43	
    258198	13.40	13.82	-0.30	
    258260	13.40	13.70	-0.30	
    258322	13.40	13.70	-0.30	
    258385	13.40	13.82	-0.30	
    258447	13.40	13.70	-0.43	
    258510	13.40	13.82	-0.30	
    258572	13.40	13.82	-0.43	
    258634	13.40	13.70	-0.43	
    258697	13.40	13.70	-0.30	
    258759	13.40	13.70	-0.30	
    258822	13.40	13.70	-0.43	
    258884	13.40	13.70	-0.30	
    258946	13.40	13.82	-0.43	
    259009	13.40	13.82	-0.43	
    259071	13.40	13.70	-0.43	
    259134	13.40	13.82	-0.43	
    259196	13.40	13.70	-0.43	
    259258	13.40	13.82	-0.30	
    259321	13.40	13.82	-0.43	
    259383	13.40	13.82	-0.43	
    259446	13.40	13.70	-0.43	
    259508	13.40	13.82	-0.43	
    259570	13.40	13.82	-0.43	
    259633	13.40	13.70	-0.43	
    259695	13.40	13.82	-0.43	
    259758	13.40	13.82	-0.43	
    259820	13.40	13.70	-0.43	
    259882	13.40	13.70	-0.43	
    259945	13.40	13.70	-0.43	
    260007	13.40	13.82	-0.43	
    260070	13.40	13.70	-0.43	
    260132	13.40	13.82	-0.43	
    260194	13.40	13.82	-0.43	
    260257	13.40	13.70	-0.43	
    260319	13.40	13.70	-0.43	
    260382	13.40	13.70	-0.30	
    260444	13.40	13.82	-0.30	
    260506	13.40	13.82	-0.43	
    260569	13.40	13.82	-0.43	
    260631	13.40	13.82	-0.43	
    260694	13.40	13.82	-0.43	
    260756	13.40	13.82	-0.43	
    260818	13.40	13.70	-0.43	
    260881	13.40	13.82	-0.30	
    260943	13.40	13.70	-0.43	
    261006	13.40	13.70	-0.30	
    261068	13.40	13.70	-0.43	
    261130	13.40	13.82	-0.43	
    261193	13.40	13.82	-0.43	
    261255	13.40	13.82	-0.43	
    261318	13.40	13.82	-0.43	
    261380	13.40	13.70	-0.30	
    261443	13.40	13.70	-0.43	
    261505	13.40	13.82	-0.43	
    261567	13.40	13.70	-0.30	
    261630	13.40	13.82	-0.30	
    261692	13.40	13.70	-0.43	
    261755	13.40	13.70	-0.30	
    261817	13.40	13.82	-0.43	
    261879	13.40	13.82	-0.30	
    261942	13.40	13.82	-0.43	
    262004	13.40	13.82	-0.43	
    262067	13.40	13.70	-0.43	
    262129	13.40	13.70	-0.43	
    262191	13.40	13.82	-0.30	
    262254	13.40	13.70	-0.43	
    262316	13.40	13.82	-0.43	
    262379	13.40	13.70	-0.30	
    262441	13.40	13.82	-0.43	
    262503	13.40	13.82	-0.43	
    262566	13.40	13.82	-0.43	
    262628	13.40	13.82	-0.43	
    262691	13.40	13.70	-0.43	
    262753	13.40	13.82	-0.30	
    262815	13.40	13.82	-0.43	
    262878	13.40	13.82	-0.30	
    262940	13.40	13.82	-0.30	
    263003	13.40	13.70	-0.43	
    263065	13.40	13.70	-0.30	
    263127	13.40	13.70	-0.30	
    263190	13.40	13.82	-0.30	
    263252	13.40	13.82	-0.43	
    263315	13.40	13.82	-0.43	
    263377	13.40	13.70	-0.30	
    263439	13.40	13.82	-0.30	
    263502	13.40	13.70	-0.30	
    263564	13.40	13.70	-0.30	
    263627	13.40	13.70	-0.43	
    263689	13.40	13.70	-0.30	
    263751	13.40	13.70	-0.30	
    263814	13.40	13.82	-0.43	
    263876	13.40	13.70	-0.43	
    263939	13.40	13.70	-0.30	
    264001	13.40	13.82	-0.30	
    264063	13.40	13.70	-0.30	
    264126	13.40	13.70	-0.30	
    264188	13.40	13.82	-0.43	
    264251	13.40	13.70	-0.30	
    264313	13.40	13.82	-0.30	
    264375	13.40	13.70	-0.43	
    264438	13.40	13.70	-0.30	
    264500	13.40	13.70	-0.30	
    264563	13.40	13.82	-0.30	
    264625	13.40	13.70	-0.30	
    264687	13.40	13.70	-0.30	
    264750	13.40	13.70	-0.43	
    264812	13.40	13.82	-0.43	
    264875	13.40	13.82	-0.43	
    264937	13.40	13.70	-0.43	
    264999	13.40	13.70	-0.30	
    265062	13.40	13.70	-0.30	
    265124	13.40	13.82	-0.30	
    265187	13.40	13.70	-0.30	
    265249	13.40	13.70	-0.30	
    265311	13.40	13.82	-0.43	
    265374	13.40	13.82	-0.43	
    265436	13.40	13.70	-0.30	
    265499	13.40	13.70	-0.43	
    265561	13.40	13.70	-0.30	
    265623	13.40	13.70	-0.30	
    265686	13.40	13.70	-0.30	
    265748	13.40	13.70	-0.43	
    265811	13.40	13.70	-0.30	
    265873	13.40	13.82	-0.43	
    265935	13.40	13.82	-0.43	
    265998	13.40	13.70	-0.33	
    266060	13.40	13.82	-0.43	
    266123	13.40	13.70	-0.43	
    266185	13.40	13.70	-0.30	
    266247	13.40	13.82	-0.30	
    266310	13.40	13.70	-0.30	
    266372	13.40	13.70	-0.43	
    266435	13.40	13.82	-0.30	
    266497	13.40	13.70	-0.43	
    266559	13.40	13.82	-0.30	
    266622	13.40	13.82	-0.30	
    266684	13.40	13.70	-0.43	
    266747	13.40	13.70	-0.30	
    266809	13.40	13.70	-0.30	
    266871	13.40	13.70	-0.30	
    266934	13.40	13.70	-0.43	
    266996	13.40	13.70	-0.30	
    267059	13.40	13.82	-0.43	
    267121	13.40	13.70	-0.43	
    267183	13.40	13.82	-0.30	
    267246	13.40	13.82	-0.43	
    267308	13.50	13.82	-0.43	
    267371	13.40	13.70	-0.43	
    267433	13.40	13.82	-0.43	
    267495	13.40	13.82	-0.30	
    267558	13.40	13.70	-0.30	
    267620	13.40	13.82	-0.43	
    267683	13.40	13.70	-0.43	
    267745	13.40	13.70	-0.30	
    267807	13.40	13.82	-0.30	
    267870	13.40	13.82	-0.30	
    267932	13.40	13.70	-0.30	
    267995	13.40	13.70	-0.30	
    268057	13.40	13.82	-0.30	
    268119	13.40	13.70	-0.30	
    268182	13.40	13.82	-0.43	
    268244	13.40	13.70	-0.30	
    268307	13.40	13.70	-0.30	
    268369	13.40	13.70	-0.30	
    268431	13.40	13.70	-0.30	
    268494	13.40	13.70	-0.30	
    268556	13.40	13.82	-0.43	
    268619	13.40	13.82	-0.30	
    268681	13.40	13.82	-0.30	
    268743	13.40	13.70	-0.43	
    268806	13.40	13.70	-0.30	
    268868	13.40	13.82	-0.30	
    268931	13.40	13.70	-0.30	
    268993	13.40	13.70	-0.43	
    269055	13.40	13.70	-0.30	
    269118	13.40	13.70	-0.30	
    269180	13.40	13.70	-0.30	
    269243	13.40	13.70	-0.30	
    269305	13.40	13.70	-0.30	
    269367	13.40	13.70	-0.30	
    269430	13.40	13.70	-0.30	
    269492	13.40	13.70	-0.30	
    269555	13.40	13.70	-0.30	
    269617	13.40	13.70	-0.30	
    269679	13.40	13.70	-0.30	
    269742	13.40	13.70	-0.30	
    269804	13.40	13.70	-0.30	
    269867	13.40	13.70	-0.30	
    269929	13.40	13.70	-0.30	
    269991	13.40	13.70	-0.30	
    270054	13.40	13.70	-0.30	
    270116	13.40	13.70	-0.30	
    270179	13.40	13.70	-0.30	
    270241	13.40	13.70	-0.30	
    270303	13.40	13.70	-0.30	
    270366	13.40	13.70	-0.30	
    270428	13.40	13.70	-0.30	
    270491	13.40	13.70	-0.30	
    270553	13.40	13.70	-0.30	
    270615	13.40	13.70	-0.30	
    270678	13.40	13.70	-0.30	
    270740	13.40	13.82	-0.30	
    270803	13.40	13.70	-0.30	
    270865	13.40	13.70	-0.30	
    270927	13.40	13.70	-0.30	
    270990	13.40	13.70	-0.30	
    271052	13.40	13.70	-0.30	
    271115	13.40	13.70	-0.30	
    271177	13.40	13.70	-0.30	
    271239	13.40	13.70	-0.30	
    271302	13.40	13.70	-0.30	
    271364	13.40	13.70	-0.30	
    271427	13.40	13.70	-0.30	
    271489	13.40	13.70	-0.30	
    271551	13.40	13.70	-0.30	
    271614	13.40	13.70	-0.30	
    271676	13.40	13.70	-0.30	
    271739	13.40	13.70	-0.30	
    271801	13.40	13.70	-0.30	
    271863	13.40	13.70	-0.30	
    271926	13.40	13.70	-0.30	
    271988	13.40	13.70	-0.30	
    272051	13.40	13.82	-0.30	
    272113	13.40	13.70	-0.30	
    272175	13.40	13.70	-0.30	
    272238	13.40	13.70	-0.30	
    272300	13.40	13.70	-0.30	
    272363	13.40	13.70	-0.30	
    272425	13.40	13.70	-0.30	
    272487	13.40	13.70	-0.30	
    272550	13.40	13.70	-0.30	
    272612	13.40	13.70	-0.30	
    272675	13.40	13.70	-0.30	
    272737	13.40	13.70	-0.30	
    272799	13.40	13.70	-0.30	
    272862	13.40	13.70	-0.30	
    272924	13.40	13.70	-0.30	
    272987	13.40	13.70	-0.30	
    273049	13.40	13.70	-0.30	
    273111	13.40	13.70	-0.30	
    273174	13.40	13.70	-0.30	
    273236	13.40	13.70	-0.30	
    273299	13.40	13.70	-0.30	
    273361	13.40	13.70	-0.30	
    273423	13.40	13.70	-0.30	
    273486	13.40	13.70	-0.30	
    273548	13.40	13.70	-0.30	
    273611	13.40	13.70	-0.30	
    273673	13.40	13.70	-0.30	
    273735	13.40	13.70	-0.30	
    273798	13.40	13.70	-0.30	
    273860	13.40	13.70	-0.30	
    273923	13.40	13.70	-0.30	
    273985	13.40	13.70	-0.30	
    274047	13.40	13.70	-0.30	
    274110	13.40	13.70	-0.30	
    274172	13.40	13.70	-0.30	
    274235	13.40	13.70	-0.30	
    274297	13.40	13.70	-0.30	
    274359	13.40	13.82	-0.30	
    274422	13.40	13.70	-0.30	
    274484	13.40	13.70	-0.30	
    274547	13.40	13.70	-0.30	
    274609	13.40	13.70	-0.30	
    274671	13.40	13.70	-0.30	
    274734	13.40	13.70	-0.30	
    274796	13.40	13.70	-0.30	
    274859	13.40	13.70	-0.30	
    274921	13.40	13.70	-0.30	
    274983	13.40	13.70	-0.30	
    275046	13.40	13.70	-0.30	
    275108	13.40	13.70	-0.30	
    275171	13.40	13.70	-0.30	
    275233	13.40	13.70	-0.30	
    275295	13.40	13.70	-0.30	
    275358	13.40	13.70	-0.30	
    275420	13.40	13.70	-0.30	
    275483	13.40	13.70	-0.30	
    275545	13.40	13.70	-0.30	
    275607	13.40	13.70	-0.30	
    275670	13.40	13.70	-0.30	
    275732	13.40	13.70	-0.30	
    275795	13.40	13.70	-0.30	
    275857	13.40	13.70	-0.30	
    275919	13.40	13.70	-0.30	
    275982	13.40	13.70	-0.30	
    276044	13.40	13.70	-0.30	
    276107	13.40	13.70	-0.30	
    276169	13.40	13.70	-0.30	
    276231	13.40	13.70	-0.30	
    276294	13.40	13.70	-0.30	
    276356	13.40	13.70	-0.30	
    276419	13.40	13.70	-0.30	
    276481	13.40	13.70	-0.30	
    276543	13.40	13.70	-0.30	
    276606	13.40	13.70	-0.30	
    276668	13.40	13.70	-0.30	
    276731	13.40	13.70	-0.30	
    276793	13.40	13.70	-0.30	
    276855	13.40	13.70	-0.30	
    276918	13.40	13.70	-0.30	
    276980	13.40	13.70	-0.30	
    277043	13.40	13.70	-0.30	
    277105	13.40	13.70	-0.30	
    277167	13.40	13.70	-0.30	
    277230	13.40	13.70	-0.30	
    277292	13.40	13.70	-0.30	
    277355	13.40	13.70	-0.30	
    277417	13.40	13.70	-0.30	
    277479	13.40	13.70	-0.30	
    277542	13.40	13.70	-0.30	
    277604	13.40	13.70	-0.30	
    277667	13.40	13.70	-0.30	
    277729	13.40	13.70	-0.30	
    277791	13.40	13.70	-0.30	
    277854	13.40	13.70	-0.30	
    277916	13.40	13.70	-0.30	
    277979	13.40	13.70	-0.30	
    278041	13.40	13.70	-0.30	
    278103	13.40	13.70	-0.30	
    278166	13.40	13.70	-0.30	
    278228	13.40	13.70	-0.30	
    278291	13.40	13.70	-0.30	
    278353	13.40	13.70	-0.30	
    278415	13.40	13.70	-0.30	
    278478	13.40	13.70	-0.30	
    278540	13.40	13.70	-0.30	
    278603	13.40	13.70	-0.30	
    278665	13.40	13.70	-0.30	
    278727	13.40	13.70	-0.30	
    278790	13.40	13.70	-0.30	
    278852	13.40	13.70	-0.30	
    278915	13.40	13.70	-0.30	
    278977	13.40	13.70	-0.30	
    279039	13.40	13.70	-0.30	
    279102	13.40	13.70	-0.30	
    279164	13.40	13.70	-0.30	
    279227	13.40	13.70	-0.30	
    279289	13.40	13.70	-0.30	
    279351	13.40	13.82	-0.30	
    279414	13.40	13.70	-0.30	
    279476	13.40	13.70	-0.30	
    279539	13.40	13.70	-0.30	
    279601	13.40	13.70	-0.30	
    279663	13.40	13.70	-0.30	
    279726	13.40	13.70	-0.30	
    279788	13.40	13.70	-0.30	
    279851	13.40	13.70	-0.30	
    279913	13.40	13.70	-0.30	
    279975	13.40	13.70	-0.30	
    280038	13.40	13.70	-0.30	
    280100	13.40	13.70	-0.30	
    280163	13.40	13.70	-0.30	
    280225	13.40	13.70	-0.30	
    280287	13.40	13.70	-0.30	
    280350	13.40	13.70	-0.30	
    280412	13.50	13.70	-0.30	
    280475	13.40	13.70	-0.30	
    280537	13.40	13.70	-0.30	
    280599	13.40	13.70	-0.30	
    280662	13.40	13.70	-0.30	
    280724	13.40	13.70	-0.30	
    280787	13.40	13.70	-0.30	
    280849	13.40	13.70	-0.30	
    280911	13.40	13.70	-0.30	
    280974	13.40	13.70	-0.30	
    281036	13.40	13.70	-0.30	
    281099	13.40	13.70	-0.30	
    281161	13.40	13.70	-0.30	
    281223	13.40	13.70	-0.30	
    281286	13.40	13.70	-0.30	
    281348	13.40	13.70	-0.30	
    281411	13.40	13.70	-0.20	
    281473	13.40	13.70	-0.30	
    281535	13.40	13.70	-0.30	
    281598	13.40	13.70	-0.30	
    281660	13.40	13.70	-0.30	
    281723	13.40	13.70	-0.30	
    281785	13.40	13.70	-0.30	
    281847	13.40	13.70	-0.30	
    281910	13.40	13.70	-0.30	
    281972	13.40	13.70	-0.30	
    282035	13.40	13.70	-0.30	
    282097	13.40	13.70	-0.30	
    282159	13.40	13.70	-0.30	
    282222	13.40	13.70	-0.30	
    282284	13.40	13.70	-0.30	
    282347	13.40	13.70	-0.30	
    282409	13.40	13.70	-0.30	
    282471	13.40	13.70	-0.30	
    282534	13.40	13.70	-0.30	
    282596	13.40	13.70	-0.30	
    282659	13.40	13.70	-0.30	
    282721	13.40	13.70	-0.30	
    282783	13.40	13.70	-0.30	
    282846	13.40	13.70	-0.30	
    282908	13.40	13.70	-0.30	
    282971	13.40	13.70	-0.30	
    283033	13.40	13.70	-0.30	
    283095	13.40	13.70	-0.30	
    283158	13.40	13.70	-0.30	
    283220	13.40	13.70	-0.30	
    283283	13.40	13.70	-0.30	
    283345	13.40	13.70	-0.30	
    283407	13.40	13.70	-0.30	
    283470	13.40	13.70	-0.30	
    283532	13.40	13.70	-0.30	
    283595	13.40	13.70	-0.30	
    283657	13.40	13.70	-0.30	
    283719	13.40	13.70	-0.30	
    283782	13.40	13.70	-0.30	
    283844	13.40	13.57	-0.30	
    283907	13.40	13.70	-0.30	
    283969	13.40	13.70	-0.30	
    284031	13.40	13.70	-0.30	
    284094	13.40	13.70	-0.30	
    284156	13.40	13.70	-0.30	
    284219	13.40	13.70	-0.30	
    284281	13.40	13.70	-0.30	
    284343	13.40	13.70	-0.30	
    284406	13.40	13.70	-0.30	
    284468	13.40	13.70	-0.30	
    284531	13.40	13.70	-0.30	
    284593	13.40	13.70	-0.30	
    284655	13.40	13.70	-0.30	
    284718	13.40	13.70	-0.30	
    284780	13.40	13.70	-0.30	
    284843	13.40	13.70	-0.30	
    284905	13.40	13.70	-0.30	
    284967	13.40	13.70	-0.30	
    285030	13.40	13.70	-0.30	
    285092	13.40	13.70	-0.30	
    285155	13.40	13.70	-0.30	
    285217	13.40	13.70	-0.30	
    285279	13.40	13.70	-0.30	
    285342	13.40	13.70	-0.30	
    285404	13.40	13.70	-0.30	
    285467	13.40	13.70	-0.30	
    285529	13.40	13.70	-0.30	
    285591	13.40	13.70	-0.30	
    285654	13.40	13.57	-0.30	
    285716	13.40	13.70	-0.30	
    285779	13.40	13.70	-0.30	
    285841	13.40	13.70	-0.30	
    285903	13.40	13.70	-0.30	
    285966	13.40	13.70	-0.30	
    286028	13.50	13.70	-0.30	
    286091	13.40	13.70	-0.30	
